_Class,_id,address1,address2,bankName,bdpRecordInd,bachInfo,cityName,completeAddress,completeAddress,CountryCode,CountryName,doNotIseFlag,expandedRemitanceFlag,hoganBankId,manualUpdateInd,modificationInd,nationalId,overrideFlag,parentBankCode,PrefferedBankId,source,sourceCreateTimeStamp,sourceCreateUser,sourceModifiedUser,sourceModifyTimeStamp,state,wfFlag,zipCode
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
com.wellsfargo.epe.stp.data.model.BankDetails,63fe05411115ae54812e91c9b,50 BUFFALLO WAY,,"wells fargo Bank,National Association",BD000000QDGJ,JACKSON WEST,JACKSON,50 BUFFALO WAY,US, UNITED STATES OF AMERICA,FALSE,FALSE,810,FALSE,A,10231092,TRUE,BD000000026H,FALSE,ONUS,2023-02-28T08:44:32.181Z,GUSUSER,GUSUSER,2016-02-02T20:19:14.000z,WY,TRUE,83001,
